item_id,title,description,price,image_path
480,"Zwilling J.A. Henckels 3 Piece Manicure Set, Red","A convenient pocket set featuring high quality stainless steel German engineered manicure essentials. These precision tools are beautifully packaged in an elegant Italian leather pouch with snap closure. Zwilling J. A. Henckels deliver the highest quality functioning tools required for personal care and pride ourselves on a tradition in quality materials, excellent workmanship, high functionality and durability. The angled tips of the slant tweezer are specially engineered for expert brow shaping. Made of premium stainless steel, the body is optimally balanced for comfort and control. Features perfectly aligned, hand-filed edges for precision. This award winning folding fingernail clipper is famous for its innovative design and excellent precision. Features a luxurious satin finish in premium quality stainless steel with ultra-sharp, curved cutting edges. Keep hands neat and well groomed using this specially designed file to gently shape and seal nail edges with flawless precision.",$99.00,images/item_000480.jpg
481,"Calvin Klein ck one Eau de Toilette, 3.4 fl. oz.","Purity. Unity. Fresh. The revolutionary first ck fragrance is designed for men and women to share.  Top Notes: pineapple, green notes, mandarin orange, papaya, bergamot, cardamom and lemon Heart Notes: nutmeg, violet, orris root, jasmine, lily-of-the-valley and rose Base Notes: sandalwood, amber, musk, cedar and oakmoss Cool. Clean. Refreshing. ck one is a free-spirited, youthful fragrance that inspires you to be yourself. designed for men and women to share, it belongs to everyone. Launched in 1994 and still disruptively modern, ck one is forever fresh.",$64.00,images/item_000481.jpg
482,"PHYTOVOLUME Botanical Volumizing Shampoo | Paraben Free &amp; Sulfate Free | For Fine Flat Hair | Lifts Roots, Voluminous &amp; Thicker Hair, Plumps Hair, Absorbs Oil, Hydrates| Keratin, Lemon Oil, Rosemary","Give limp hair an extra boost! A volumizing shampoo to infuse body and bounce into fine, flat hair. This antiseptic shampoo harnesses the natural powers of lemon oil, pine bark, geranium, rosemary and sage to purify and regulate the scalp while it prevents the spread of sebum providing ultra-oil absorbing benefits. SULFATE FREE | PARABEN FREE | SILICONE FREE | GLUTEN FREE Since 1965, PHYTO is the story of two passions: hair and plants. Patrick Ales believes plants are the safest and most effective way to achieve healthy hair. We create hair that is full, strong with incredible body  beautiful!",$22.00,images/item_000482.jpg
483,"Juice Beauty Green Apple Brightening Eye Cream, 0.5 fl. Oz","<div class=""aplus""> <h4><div id=""header0"">Green Apple Nutrient Eye Cream</div></h4> <div id=""text0"" class=""a-spacing-small""> This age-defying eye treatment will help firm and prevent wrinkles with a potent blend of peptides, DMAE, Co Q10 and Green Tea. Vitamin-rich to hydrate and moisturize for optimum age-defying results. Juice Beauty's Green apple Nutrient Eye Cream is designed for all skin types (except sensitive skin), 20's and up and is effective for hyperpigmentation, dark spots, and uneven skin tone and texture. Moisturize morning and evening by gently applying around the eye area including eyelids and between eyebrows. Compliment with Juice Beauty's Green apple Age Defy Serum and Green apple Age Defy Moisturizer. Juice Beauty goes beyond 'natural', 'transparent' and certainly beyond conventional, chemical-laden beauty brands. The difference? We formulate with certified organic ingredients, which dramatically reduces residue from pesticides, unnecessary chemicals, and synthetic fertilizer in our products. While there is no certification for 'natural' ingredients, organic ingredients are regulated by the USDA. We purchase the majority of our ingredients from local West Coast USDA Certified Organic farms so we can monitor the quality and limit fuel waste. We believe staying local is better for our community and eco-system. Juice Beauty's formulations are made without parabens, petroleum, propylene or butylene glycol, sodium lauryl sulfates, pesticides, phthalates, artificial dyes or synthetic fragrances. Our products are never tested on animals. Juice Beauty meets the most rigorous Organic Farming and Manufacturing standards in the world, including those of COPA, USDA, and NSF. In addition, our products are manufactured using solar power, sustainable and/or recycled paper, soy ink and are made in the USA.Benefits Reduces wrinkles, firms and brightens eyes with DMAE, CoQ10, and alpha lipoic. Packed with vitamin-rich nutrients of A, C, K, P & E. Vitamin-rich hydration with organic sunflower, aloe, jojoba, and shea. Smoothes fine lines with peptides. In clinical trials, 68% reported reduction of free radical damage with significant brightening properties and 59% reported reduction of fine lines and wrinkles.",,images/item_000483.jpg
484,"La Roche-Posay Serozinc Face Toner for Oily Skin with Zinc, 5 Fl. Oz.","Amazon is an authorized retailer of La Roche-Posay products.<br /><br />Serozinc Mattifying Facial Toner Spray for Oily&nbsp;Skin visibly mattifies skin. This facial toner is formulated with only three ingredients making it the perfect choice for anyone with oily, sensitive skin. It contains Zinc Sulfate and Sodium Chloride, specifically designed to target key signs of oily skin. Use Serozinc as a facial toner&nbsp;after cleansing. It is gentle enough for everyday use.<br /><br />This facial toner is: Spray toner onto skin after using a cleanser suitable for oily skin. Close eyes while spraying. Leave to absorb for a few minutes, gently pat off any excess. Follow with a oil-free, non-comedogenic moisturizer. Ingredients: Water, Sodium chloride, Zinc Sulfate.<br /><br />Product packaging may vary. Recommended by 25,000 dermatologists worldwide, La Roche-Posay offers unique daily skincare developed using a strict formulation charter and stringent clinical testing for efficacy and safety, even on sensitive skin. <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/03516a54-86df-423e-b109-db6c108ff9f4.jpg"">
            <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/03516a54-86df-423e-b109-db6c108ff9f4._SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/03516a54-86df-423e-b109-db6c108ff9f4.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/2c03bec4-05a5-4488-b6eb-965132a06411.jpg"">
            <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/2c03bec4-05a5-4488-b6eb-965132a06411._SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/2c03bec4-05a5-4488-b6eb-965132a06411.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/ea613310-de94-4aea-8249-291dfd0c58d7.jpg"">
            <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/ea613310-de94-4aea-8249-291dfd0c58d7._SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/ea613310-de94-4aea-8249-291dfd0c58d7.jpg"">
                View larger
            </a>
        </div> <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/3a22b905-c6b2-4c54-8bb9-fffa2138f60f.jpg"">
            <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/3a22b905-c6b2-4c54-8bb9-fffa2138f60f._SL220__.jpg"">
        </a>
    
    


                                        








    
    
        
    





    
        <div class=""a-text-center"">
            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/3a22b905-c6b2-4c54-8bb9-fffa2138f60f.jpg"">
                View larger
            </a>
        </div>",$14.99,images/item_000484.jpg
485,ORIBE Supershine Moisturizing Cr&egrave;me,"Oribe has delivered over 30 years of styling heritage and now provides an elegant twist to leave in conditioner. This cream provides natural moisturizers and oils that can revive any hair type and leave you with a brilliant shine while maintaining frizz. Oribe, the eponymous line from one of the most influential hairdressers of all time is specifically tailored to meet the hair needs of the truly glamorous. These are the products of the hair obsessed. Oribe Signature Complex (Watermelon, Lychee and Edelweiss Flower Extracts) Defends hair from oxidative stress, photoaging and the deterioration of natural keratin, all while protecting from the drying, damaging and color-depleting effects of the elements. Soy Protein Biopolymer provides anti-frizz benefits without buildup. Wheat Amino Acids helps the hair retain moisture while adding high shine. Moringa Seed Extract, rich in Vitamins A and C, enhances natural color and shine. Keratin and Hydrolyzed Keratin form a &#034;protein shield&#034; to protect the hair shaft from the drying and damaging effects of the elements and thermal styling. Kaempferia Galanga Root Extract delivers natural UV protection. Vegetable Derived Protein locks in moisture, adds shine, and improves combability. Glycerin, a natural humectant, gives volume, moisture, and shine. Formulated without parabens or sodium chloride. Color and keratin treatment safe. UV protection for hair. <img alt=""shampoo for brilliance and shine"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/fc9cbf38-e396-450c-95b7-3266bd888d1b._SL220__.jpeg""> <img alt=""Conditioner for Brilliance and Shine"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/6e904ed9-28b6-4f28-bb25-a9b0b8e478c5._SL220__.jpeg""> <img alt=""Superfine Hair Spray"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/7801767e-85d9-4582-a4af-b4858dcbc3b7._SL220__.jpeg""> <img alt=""The Lacquer High Shine, The Nude"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/838ee60b-b104-46d9-b87b-ccbf3118efab._SL220__.jpeg""> Oribe Hair Care was founded with the goal of creating a new kind of hair company, one that was designed with the most discriminating customers in mind. When developing the line, we didn&#039;t want to compromise on any detail. We leveraged skin care technology and natural actives to deliver high-performance, treatment-based products- all while never forgetting that healthy hair is the underpinning for sexy, glamorous styling. Each product has been created to ensure the highest results, leaving us with a best-in-class collection that truly meets the needs of the hair-obsessed.",$52.00,images/item_000485.jpg
486,theBalm Manizer,"Meet Mary-Lou Manizer, a seemingly innocent honey-hued luminizer that catches everybody's eye. This highlighter, shadow and shimmer diffuses light so your skin looks softer and younger while adding a subtle glow. <span class=""a-size-small a-color-secondary"">
        Net weight: .32oz
    </span> Layer it on your lids, sweep it on your cheeks, or use it as an all-over finishing touch for a honey-hued glow. theBalm Cosmetics boasts a complete line of makeup, skin care, hair care and nail polish. With a &#039;beauty in five minutes&#039; philosophy, theBalm&#039;s multi-use, mega fabulous products have become its calling card, offering quick fixes and wondrous solutions for a wide range of beauty wants and needs. The company&#039;s wearable colors and fantastic formulas allow women to release their inner artist so they can look and feel fabulous. In 2004, Marissa Shipman, founder of theBalm, realized there were a few simple products she needed to help her look and feel glam all the time and if she needed them, other women did too... Marissa decided to indulge her cosmetic curiosities; she got on Amazon where she bought 11 books on how to make makeup and started mixing in her kitchen. &#034;I went makeup crazy. I incorporated the company, worked out a budget, hired a chemist and designed a website.&#034; She began integrating anti-aging ingredients, triple-milled pigments, fabulous scents...and theBalm was born. Fast forward eleven years, you can now find theBalm&#039;s Paraben and Cruelty-Free products worldwide.",$24.00,images/item_000486.jpg
487,Calvin Klein OBSESSION Eau de Parfum,"Passionate. Powerful. Intense. Between love and madness lies OBSESSION. This intoxicating floral oriental scent that blends spices with an earthy, warm base to create an irresistible appeal. Topnotes  mandarin, bergamot, vanillin Midnotes  jasmine, orange blossom, exotic spices Basenotes  oakmoss, musk, amber &#039;Who hasn&#039;t felt passion beyond reason?&#039; Obsession taps into a fantasy that speaks to every woman. Obsession by Calvin Klein envelops the senses with intoxicating flowers and exotic spices.",$92.00,images/item_000487.jpg
488,"Crabtree &amp; Evelyn Ultra-Moisturising Hand Therapy,Citron, Honey and Coriander,8.8 oz.","Lock in lashings of moisture with our award-winning Citron, Honey & Coriander Hand Therapy. Infused with macadamia nut oil, shea butter and conditioning lemon, coriander and honey extracts, this intensive cream nourishes skin so it's noticeably smoother after each luxurious application. By Crabtree & Evelyn",$30.00,images/item_000488.jpg
489,"Baxter of California Slick Pomade, 2 oz.","Maximize your looks with this high-performance pomade that defines, separates and creates texture without adding weight. Perfect for all hair types, the formula polishes hair to perfection while providing staying power to a multitude of styles. <div class=""aplus""> <div class=""fourth-col""> &nbsp; Baxter of California's <b>Slick Pomade</b> is styling pomade for mens hair, offering Medium Hold / Natural Shine. Rub a small amount of pomade into the palm of your hand and apply to damp or dry hair. Use more product for increased hold and style. For optimum results, use with Baxter of California Daily Protein Shampoo and Daily Moisturizing Conditioner. The Baxter pomade series can be mixed and matched to achieve a multitude of hair options and solutions. Maximize your looks with this high-performance pomade that defines, separates, and creates texture without adding weight. Perfect for all hair types, the formula polishes hair to perfection while providing staying power to a multitude of styles. Applying product to wet hair will provide more of a wet look finish. Applications to dry hair will give less definition, but more of a matte natural look. Water (Aqua), Oleth-20, Glycerin, DEA-Oleth-3 Phosphate, Propylene Glycol Dicaprylate/Dicaprate, Isosteareth-20, Propylene Glycol, PEG-40 Hydrogenated Castor Oil, VP/VA Copolymer, Ozokerite, Glycol Stearate, Isodecyl Neopentanoate, Acetylated Lanolin, Benzophenone-4, Methyl Gluceth-20, PEG-45M, Sodium Polystyrene Sulfonate, VP/Dimethylaminoethylmethacrylate Copolymer, Methylparaben, Potassium Sorbate, Propylparaben, Fragrance(Parfum), Blue 1 (CI 42090), Red 33 (CI 17200), Titanium Dioxide (CI 77891), Mica (CI 77019). <em>Welcome to cutting-edge skincare created by Baxter Finley in 1965. It started with a single product: Super Shape, a mens skin conditioner that offered protection from the sun and sea. This gender-specific breakthrough was no gimmick.</em> <em>Suddenly guys got grooming. In the years since, Baxter of California pioneered a comprehensive range of products tailored to a mans needs. Years of research by our experts proves that all skin is not created equal.</em> <em>Our approach is science plus nature, built from the ground up in California. We may be old school in concept, but were high-tech in practice.</em> <em>Bottom line: Finleys dry skin began a revolution. Baxters legacy meets advanced research: This is the evolution of mens grooming.</em> <a href=""http://www.amazon.com/b?ie=UTF8&node=6823610011"">Shop the Baxter of California Store</a> <em>Daily protein shampoo and moisturizing conditioner protects against scalp buildup caused by styling products, environmental pollutants, and toxins such as DHT.</em> <em>Finish by applying a light-medium application of pomade. Applying pomade to dry hair helps achieve a more matte finish, while applying to wet hair will give you more of a semi-wet look.</em> <em>Light applications of pomade provide style and direction.</em> <em>Heavier applications of pomade provide more hold.</em> <b><br>Daily Protein Shampoo</b> <b><br>Daily Moisturizing Conditioner</b> <b><br>Cream Pomade</b> <b><br>Soft Water Pomade</b> Nutrient enriched shampoo for men, suitable for all hair types. Nutrient enriched conditioner for men, suitable for all hair types. Styling pomade for mens hair, offering Light Hold / Soft Finish. Styling pomade for mens hair, offering Light Hold / Enhanced Shine.",,images/item_000489.jpg
490,"Age-Defying+ Hand, 1 Count","Reduce the signs of aging and restore moisture with Age-Defying+ Hand Mask. Founded in Los Angeles in 2009, Karuna is redefining skincare with an innovative Mask + Serum duo that delivers immediate, long-lasting visible results.",$9.50,images/item_000490.jpg
491,"JAPONESQUE Pro Performance Lip Lacquer, Shade 04","JAPONESQUE Pro Performance Lip Lacquer. Color-drenched long lasting lip lacquer. Drapes lips with rich, saturated color for incredible volume. Uncompromising color intensity and a deep vinyl shine provide a full-bodied finish. Enriched formula hydrates and softens lips for incredible comfort and condition with no hint of stickiness. Unique tapered brush delivers the precise application of a true make-up professional. Artistry inspired Japonesque cosmetics reveal the insider secrets of world renowned make-up artists and celebrated beauty professionals.",,images/item_000491.jpg
492,"XEN-TAN Fresh Face Tan, 2.7 fl. oz.","Treat and tan sensitive facial skin in one easy step with ourfresh face tan. This age defying sunless tanner is created specifically for delicate facial skin and leaves you feeling fresh while giving a youthful glow. The shower fresh scent lasts during application, then dissipates, leaving no odor while wearing it. This is a hydrating, colorless tanner that is packed with skincares newest antioxidants including; broccoli seed, ginkgo biloba, green tea, aloe Vera and vitamins d & e. It has a non-greasy texture so both men and women will love. Can be applied as often as daily for a gradual, buildable tan with added skincare benefits for a perfectly fresh look. XEN-TAN is a premium sunless self-tan company that specializes in products that give a more natural color.",,images/item_000492.jpg
493,"Juice Beauty Green Apple Age Defy Hand Cream, 2 fl. oz.","Reduce fine lines and wrinkles with this rich moisturizer packed with soothing aloe, jojoba and shea butters. Powerful age-defying vitamin C will minimize fine lines while organic fruit acids diminish hyperpigmentation and peptides firm. Enjoy this luxurious cream to achieve more youthful looking hands. By Juice Beauty",$12.00,images/item_000493.jpg
494,"jane iredale Circle Delete Concealer, 0.10 oz.","Conceals and diminishes the appearance of dark under-eye circles. Softens the appearance of fine lines around eyes. The two colors can be blended in order to achieve the exact shade required. No. 1 neutralizes redness. No. 2 neutralizes blue, violet & grey. jane iredale is a comprehensive line of mineral makeup developed to enhance the lives of women by delivering personal, natural beauty to lift her health and spirit.",$32.00,images/item_000494.jpg
495,Calvin Klein REVEAL Eau de Parfum,"Sultry. Warm. Unexpected. REVEAL defines a new olfactive category  the solar oriental  a second skin scent characterized by unexpected raw salt, luminous flowers and warm woods. unexpected top: raw salt signature, pink pepper, black pepper, white pepper. sensual mid: oris, ambergris, solar accord. addictive dry: sandalwood, musk, cashmeran <span class=""a-size-small a-color-secondary"">
        Discover Reveal
    </span> The campaign features supermodel Doutzen Kroes and actor Charlie Hunnam suggesting a voyeuristic glimpse at a sexy game of seduction and desire. The square-edged silhouette meets pillowy contours at every turn, creating a new Calvin Klein shape that embraces elegance and sophistication. Reveal defines a new fragrance category - the solar oriental. The top note features raw salt, melting into a heart of orris, with a dry down of sensual sandalwood.",$75.00,images/item_000495.jpg
496,bliss Triple Oxygen to the Rescue Facial in a Box Set,"Known for helping our busy clientele get their spa fix in a flash, our Quickbliss Spa services are now available to take home with our triple oxygen to the rescue! facial in a box kit. Our reformulated triple oxygen energizing collection made with our CPR technology revitalizes skin, evens skin tone and supercharges skin's natural defenses. Your skin will be clarified, protected and revitalized, no matter what life throws at you. Bliss believes that happiness is the result of total well-being. From the benefits of our spas to the powerful skin caring products, everything we do is geared to our one goal of helping you feel beautiful, healthy and happy.",,images/item_000496.jpg
497,"Vichy 24-Hour Deodorant Cream for Sensitive Skin, 1.35 Fl. Oz.","Amazon is an authorized retailer of Vichy products. &nbsp; The underarms are a sensitive area. Day after day, under arm skin can become sensitive, especially after hair removal. Such aggressions can alter the skin&rsquo;s cutaneous barrier, allowing skin to become more sensitive and irritated and increasing frequency of redness, stinging and burning sensations. Vichy&rsquo;s 24-Hour Cream Deodorant for Sensitive Skin is a non-greasy, advanced formula effectively neutralizes odors and its creamy formula easily glides over skin, leaving no white marks. Formulated with Proline Cutei, organic Amino Complex, and Vichy&rsquo;s Mineralizing Thermal Water, to soothe and soothe sensitive skin. Apply deodorant on clean and dry armpits. Allow to dry before dressing. This deodorant is suitable to use on sensitive skin and may be used after shaving. Ingredients: PROPYLENE GLYCOL ; GLYCERIN ; AQUA / WATER ; SODIUM STEARATE ; STEARETH-100 ; PERLITE ; BEHENIC ACID ; EDTA ; ZINC GLUCONATE ; SODIUM HYDROXIDE ; SODIUM STYRENE/ACRYLATES COPOLYMER ; SODIUM LAURYL SULFATE ; SODIUM PALMITOYL PROLINE ; NYMPHAEA ALBA EXTRACT / NYMPHAEA ALBA FLOWER EXTRACT Product packaging may vary. Founded in France in 1931, Vichys formulas combine clinically-proven ingredients with mineral-rich volcanic water to deliver real results to women of all ages. Today, Vichy is the #1 Anti-Aging Brand in European pharmacies. <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/2c990c00-b053-4f68-a0be-866777df43ba._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/c88fc8c0-b814-4bfe-9da3-558d020eea04._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/d6e7757a-4f63-4cf4-af8a-60ddcb7ba13f._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> Effective for 24 hours, yet gentle enough to be used even on sensitive or shaved skin. Invisible dry-touch finish leaves no residue, and underarm skin feels fresh, soft and smooth. Apply deodorant daily on clean, dry and non-irritated armpits. Advanced formula contains zinc gluconate to neutralize odors and perlite, a mineral absorbent that captures moisture. This deodorant is also formulated with Vichy Mineralizing Water, a miracle of nature from the preserved region of Auvergne, rich in 15 minerals, helps strengthen the skin&#039;s moisture barrier function to help protect skin against aggressors. The only deodorant I recommend that doesnt leave marks on clothes. - Elizabeth Kennedy, Celebrity Esthetician. <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/53ae1333-98d4-4ca1-9620-e4797eb9bc48._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/71488253-6e8f-4500-ab38-7a8a70bc4d76._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/bb6a6f59-e3c8-4abd-83ab-d4187db298c8._SL300__.jpg"" class=""a-spacing-mini"">
    


                            <br/> Vichy&#039;s core ingredient integrated in all Vichy products: - Pure: Formed by nature and impossible to reproduce scientifically. - Charged with 15 essential minerals. - Proven to help protect skin against daily aggressors. Formulated for safety and efficacy, our formulas are: - Allergy-tested. - Tested under dermatological control for safety. - Suitable for even the most sensitive skin. From the one of the leading brands in European pharmacies, Vichy is trusted by millions of women around the world promising safe, effective, and beautiful formulas for strong, healthy skin.",$12.00,images/item_000497.jpg
498,Baxter of California Skin 1.2.3 Kit,"Put your best face forward with our Skin 123 kit. Cleanse, tone and hydrate your skin daily with a trio of products designed to balance and control excess oil production without drying facial skin. The foundation to good skin care in three easy steps. A $57 value. <div class=""aplus""> <div class=""fourth-col""> &nbsp; Baxter of California's <b>Skin 1.2.3. Kit</b> features three essential products for good skin care. Cleanse, tone, and hydrate your skin on a daily basis with a trio of products designed to balance and control excess oil production without drying facial skin. <b>10 oz. Daily Face Wash</b> <br>Mild facial cleaner for men <b>10 oz. Herbal Mint Toner</b> <br>Astringent for men <b>4 oz. Oil Free Moisturizer</b> <br>Hydrating lotion for men <em>Welcome to cutting-edge skincare created by Baxter Finley in 1965. It started with a single product: Super Shape, a mens skin conditioner that offered protection from the sun and sea. This gender-specific breakthrough was no gimmick.</em> <em>Suddenly guys got grooming. In the years since, Baxter of California pioneered a comprehensive range of products tailored to a mans needs. Years of research by our experts proves that all skin is not created equal.</em> <em>Our approach is science plus nature, built from the ground up in California. We may be old school in concept, but were high-tech in practice.</em> <em>Bottom line: Finleys dry skin began a revolution. Baxters legacy meets advanced research: This is the evolution of mens grooming.</em> <a href=""http://www.amazon.com/b?ie=UTF8&node=6823610011"">Shop the Baxter of California Store</a> <b><br>Daily Face Wash</b> <b><br>Herbal Mint Toner</b> <b><br>Oil Free Moisturizer</b> &nbsp; <b><br>Shave 1.2.3. Kit</b> <b><br>Travel Kit</b> <b><br>Facial Scrub</b> <b><br>Clarifying Clay Mask</b> Features three essential products for a great shave: Super Close Shave Formula, After Shave Balm, and Best Badger Shave Brush. Features travel ready 2 oz. bottles of some of your favorite Baxter of California products. Exfoliating scrub for men. Effectively tones, exfoliates, and promotes cell renewal. Deep cleanses and purifies facial skin for a revitalized complexion.",,images/item_000498.jpg
499,"BURBERRY Brit Rhythm for Him Aftershave Balm, 5.0 fl. Oz.","An energizing aftershave balm infused with the Brit Rhythm fragrance. Experience electric top notes of basil verveina and cardamom, an adrenalized heart of black leather and patchouli and sensual base notes of cedarwood and incense. Includes bisabolol and active ingredients known to soothe and refresh skin post shaving. 150ml. Made in France.",,images/item_000499.jpg
500,"Mario Badescu Buffering Lotion, 1 oz.","Specifically designed to treat large, deep, cystic acne. Simple, gentle, effective skin care is our philosophyand for that weve earned the reputation of being an editor favorite and celebrity go-to worldwide. MARIO BADESCU SKIN CARE IS SKIN CARE FOR ALL.",$19.00,images/item_000500.jpg
501,Georgie Beauty The Ultimate Lash Curler,"Georgie Beauty The Ultimate Lash Curler. With the added benefit of cushiony conditioning pads that soothe your lashes, the Georgie Lash Curler gently curls even the tiniest lashes without crimping or pinching. Those little green pads are loaded with USDA-certified organic blue chamomile. Just like conditioner for your hair, our exclusive conditioning pads are designed to keep your lashes healthy while creating lasting curl.",,images/item_000501.jpg
502,V76 by Vaughn BEARD OIL Hydrating Conditioning Formula for Men,"This conditioning beard care oil softens coarse beards and mustaches. Easily absorbed, it soothes facial hair and skin, leaving them hydrated and protected. Ingredient Benefits: -SAW PALMETTO: Promotes skin and hair health while soothing the skin and scalp. -SAFFLOWER OIL: Prevents dryness, smoothes roughness and soothes skin. -Vegan and cruelty-free. Formulated without Parabens, Sulfates, Mineral Oil, Petroleum, Gluten. FOR THE WELL-GROOMED MAN: V76 by Vaughn celebrates the tradition of mens grooming with a modern sensibility. The collection covers every step in a mans grooming routine - from hair to shave to face and body care. Vegan Formula - Softens Coarse Beards And Mustaches. This conditioning oil softens coarse beards and mustaches. Easily absorbed, it soothes facial hair and skin, leaving them hydrated and protected. How To: Rub onto body of beard. Fully coat from skin to end. Ingredients: Saw Palmetto: Promotes skin and hair health while soothing the skin and scalp. Safflower Oil: Prevents dryness, smoothes roughness and soothes skin. A magnetic woody scent that is soothing and elegant with leathery accents. Coconut Milk, Nutmeg, Violet, Peach, Blue Cedar Tree, Moss, Leather Accord. One of the most sought-after authorities in men&#039;s grooming, Vaughn Acord gave his first haircuts as a teenager in 1976 then got his feet behind the chair at top salons and behind the scenes on photo shoots for Rolling Stones and GQ. His clients include names like Bruce Springsteen, Tom Brady, President Clinton and Ashton Kutcher. <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/9d5a8aea-9214-4c96-af22-4e37f86302ae._SL220__.jpg""> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/a3d8a3d3-4683-4c6e-8d63-2c129eb15c42._SL220__.jpg""> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/e443cecb-9fa8-415b-ab78-c90271da18a8._SL220__.jpg""> <img alt="""" src=""https://m.media-amazon.com/images/S/aplus-media/vc/34cb0d12-8940-4c48-8f44-dfd33383c19b._SL220__.jpg"">",$19.00,images/item_000502.jpg
503,Scott-Vincent Borba Anti-Fatigue Skin Care/SPF 29 Foundation Anti-Wrinkle Kit with Foundation/Micro-Exfoliation Tool,"Celebrity Esthetician, Makeup Artist and Author, Scott-Vincent Borba is the leading Inside-Out beauty and Nutraceutical authority and designer of revolutionary tools in the skin care, cosmetics, and enhanced waters categories. Used by Scott-Vincent on his celebrity clients, this kit combines our innovative, luxury skin care and color building mineral cosmetics with a micro-exfoliating tool engineered to deliver the most exquisite looking, healthy complexion. Also comes with a one-time use compressed facial mask as a preparatory treatment to use before first time application of 8 Hour Mineral Foundation Anti-Wrinkle Treatment, for even quicker skin care benefits.",,images/item_000503.jpg
504,"Davines OI Oil, 4.56 fl.oz.","For anti-frizz and extra shine, particularly for dry or coarse hair. Oi oil adds shine and softness to hair while also detangling and fighting frizz. Ingredients- Cyclopentasiloxane, disiloxane, dimethiconol, cyclohexasiloxane, ethylhexyl methoxycinnate, fragrance, tocopherol, helianthus annuus (sunflower) seed oil, bixa orellana seed extract, citronellol, maurita flexuosa fruit oil, geraniol, linalool, alpha-isomethylionone, limonene Balancing beauty and sustainability in each product and project we create.",$44.00,images/item_000504.jpg
505,"bliss Leave it to Cleavage Lotion, 3.4 oz.","This silky whipped pearlescent bust cream is specifically formulated to enhance and perfect the delicate skin on your dcollet and bust. Our active complex works to make skin firmer and more toned with use over time, while skin is tighter, smoother, and more glowing with just the first use. Bliss believes that happiness is the result of total well-being. From the benefits of our spas to the powerful skin caring products, everything we do is geared to our one goal of helping you feel beautiful, healthy and happy.",$15.93,images/item_000505.jpg
